order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,region,state,city,category,sub_category,product_name,quantity,discount,sales,profit,order_year,order_month,order_month_name,delivery_days,profit_margin_pct
ORD-2023-106681,2023-02-21,2023-02-22,Same Day,CU-10334,Dana Martinez,Home Office,West,Nevada,Henderson,Furniture,Chairs,Modern Bookcase,11,0.3,7011.4,-1333.92,2023,2,Feb,1,-19.03
ORD-2025-105540,2025-12-09,2025-12-17,Standard Class,CU-10270,Jasmin Alvarado,Corporate,West,Washington,Tacoma,Technology,Accessories,Office Copier,4,0.2,6940.36,-242.32,2025,12,Dec,8,-3.49
ORD-2025-101867,2025-03-26,2025-03-31,Second Class,CU-10001,Noah Rhodes,Consumer,West,Washington,Spokane,Furniture,Furnishings,Ergonomic Desk Chair,10,0.0,1781.2,421.55,2025,3,Mar,5,23.67
ORD-2024-104842,2024-01-02,2024-01-09,Standard Class,CU-10112,Julia Torres,Consumer,West,California,Los Angeles,Office Supplies,Labels,Desk Organizer,6,0.2,188.94,-13.84,2024,1,Jan,7,-7.33
ORD-2022-105367,2022-07-29,2022-08-02,First Class,CU-10149,Stephanie Manning,Consumer,West,Nevada,Henderson,Office Supplies,Paper,Sketch Pad,1,0.1,87.51,20.68,2022,7,Jul,4,23.63
ORD-2025-100102,2025-04-04,2025-04-12,Standard Class,CU-10102,Rebecca Valencia,Corporate,North,Minnesota,Minneapolis,Technology,Phones,Wireless Mouse,1,0.2,2372.14,-199.88,2025,4,Apr,8,-8.43
ORD-2025-101918,2025-12-04,2025-12-12,Standard Class,CU-10070,Jordan Henderson,Consumer,North,Michigan,Ann Arbor,Office Supplies,Fasteners,Sketch Pad,10,0.2,1496.3,-190.37,2025,12,Dec,8,-12.72
ORD-2023-109327,2023-08-06,2023-08-12,Second Class,CU-10260,Katie Suarez,Home Office,West,Arizona,Phoenix,Furniture,Tables,Ergonomic Desk Chair,2,0.2,1613.7,27.4,2023,8,Aug,6,1.7
ORD-2022-100726,2022-04-22,2022-04-26,First Class,CU-10198,Adam Vaughan,Home Office,South,Florida,Orlando,Furniture,Chairs,Modern Bookcase,10,0.0,7119.8,1213.48,2022,4,Apr,4,17.04
ORD-2022-106162,2022-02-27,2022-03-01,Same Day,CU-10189,Jessica Gross,Consumer,East,New Jersey,Newark,Technology,Machines,Smartphone,13,0.1,1940.38,220.48,2022,2,Feb,2,11.36
ORD-2023-107670,2023-03-24,2023-04-01,Standard Class,CU-10300,Tanner Mitchell DDS,Home Office,South,North Carolina,Charlotte,Office Supplies,Binders,Address Labels,14,0.1,577.92,153.23,2023,3,Mar,8,26.51
ORD-2025-104958,2025-06-08,2025-06-14,Standard Class,CU-10346,Sharon Boyd,Home Office,South,Georgia,Atlanta,Technology,Copiers,Office Copier,2,0.0,1515.72,173.67,2025,6,Jun,6,11.46
ORD-2025-108214,2025-09-24,2025-09-29,Second Class,CU-10268,Cynthia Rowe,Corporate,North,Wisconsin,Madison,Office Supplies,Labels,Desk Organizer,7,0.0,580.79,155.4,2025,9,Sep,5,26.76
ORD-2022-109113,2022-03-12,2022-03-20,Standard Class,CU-10278,Shannon James,Consumer,South,North Carolina,Raleigh,Office Supplies,Art,Address Labels,10,0.3,985.4,-216.47,2022,3,Mar,8,-21.97
ORD-2022-105355,2022-09-03,2022-09-09,Second Class,CU-10194,John Bishop,Consumer,East,Virginia,Norfolk,Office Supplies,Binders,Storage Box,7,0.0,32.34,14.67,2022,9,Sep,6,45.36
ORD-2023-100811,2023-03-01,2023-03-06,Second Class,CU-10010,Monica Herrera,Consumer,North,Michigan,Ann Arbor,Technology,Accessories,Office Copier,2,0.15,2211.22,371.78,2023,3,Mar,5,16.81
ORD-2023-103958,2023-04-09,2023-04-13,Second Class,CU-10139,Angel Perry,Consumer,East,New Jersey,Newark,Furniture,Chairs,Ergonomic Desk Chair,6,0.15,1466.28,252.42,2023,4,Apr,4,17.21
ORD-2022-104378,2022-05-22,2022-05-25,First Class,CU-10295,John Young,Corporate,South,Tennessee,Memphis,Furniture,Furnishings,Glass Coffee Table,4,0.0,2568.92,390.0,2022,5,May,3,15.18
ORD-2025-103851,2025-09-03,2025-09-07,Second Class,CU-10067,Carol Tucker,Consumer,East,Pennsylvania,Philadelphia,Office Supplies,Art,Sketch Pad,7,0.1,466.62,60.1,2025,9,Sep,4,12.88
ORD-2025-103507,2025-06-29,2025-07-06,Standard Class,CU-10101,Cameron Parker,Corporate,West,California,San Francisco,Office Supplies,Fasteners,Storage Box,12,0.4,638.88,-68.5,2025,6,Jun,7,-10.72
ORD-2023-100089,2023-02-13,2023-02-16,First Class,CU-10172,Joshua Cooke,Consumer,North,Minnesota,St. Paul,Technology,Copiers,Laptop Stand,1,0.0,1886.93,399.19,2023,2,Feb,3,21.16
ORD-2023-108784,2023-10-23,2023-10-27,First Class,CU-10030,Rebecca Henderson,Corporate,East,Pennsylvania,Pittsburgh,Furniture,Tables,Wooden Dining Table,8,0.15,1986.48,-189.58,2023,10,Oct,4,-9.54
ORD-2025-104454,2025-09-10,2025-09-14,Second Class,CU-10113,Crystal Johnson,Consumer,West,Washington,Spokane,Office Supplies,Fasteners,Desk Organizer,2,0.3,199.98,-47.67,2025,9,Sep,4,-23.84
ORD-2024-103710,2024-11-11,2024-11-17,Standard Class,CU-10213,Katherine Salas,Consumer,South,Tennessee,Memphis,Office Supplies,Fasteners,Desk Organizer,14,0.15,650.16,90.48,2024,11,Nov,6,13.92
ORD-2022-109324,2022-03-13,2022-03-19,Second Class,CU-10017,Derek Zuniga,Corporate,East,Virginia,Arlington,Technology,Phones,External Hard Drive,7,0.0,697.83,70.51,2022,3,Mar,6,10.1
ORD-2025-100599,2025-10-19,2025-10-27,Standard Class,CU-10395,Dana Chapman,Consumer,East,New Jersey,Newark,Office Supplies,Paper,Storage Box,13,0.0,742.43,200.58,2025,10,Oct,8,27.02
ORD-2024-103649,2024-10-27,2024-10-31,Second Class,CU-10061,Gerald Hensley,Corporate,North,Illinois,Naperville,Office Supplies,Paper,Copy Paper Ream,12,0.5,1377.24,-579.38,2024,10,Oct,4,-42.07
ORD-2024-108870,2024-01-18,2024-01-24,Standard Class,CU-10028,Zachary Hicks,Corporate,South,Florida,Tampa,Office Supplies,Fasteners,Storage Box,13,0.0,1716.52,229.84,2024,1,Jan,6,13.39
ORD-2022-103453,2022-11-05,2022-11-09,Second Class,CU-10204,Erin Warner,Consumer,North,Michigan,Grand Rapids,Furniture,Tables,Executive Office Chair,9,0.1,1991.79,108.92,2022,11,Nov,4,5.47
ORD-2025-109682,2025-07-22,2025-07-30,Standard Class,CU-10232,Christopher Parker,Corporate,East,Massachusetts,Springfield,Furniture,Tables,Storage Cabinet,7,0.0,2732.24,451.25,2025,7,Jul,8,16.52
ORD-2024-103569,2024-11-17,2024-11-25,Standard Class,CU-10246,Krista Gibson,Consumer,North,Minnesota,Rochester,Office Supplies,Labels,Storage Box,1,0.15,126.57,-14.89,2024,11,Nov,8,-11.76
ORD-2025-109674,2025-06-13,2025-06-14,Same Day,CU-10139,Angel Perry,Consumer,South,Florida,Orlando,Technology,Machines,External Hard Drive,12,0.1,19364.04,3354.54,2025,6,Jun,1,17.32
ORD-2023-106195,2023-09-18,2023-09-26,Standard Class,CU-10207,Cathy Robinson,Consumer,West,Washington,Tacoma,Technology,Accessories,Laptop Stand,7,0.15,7038.64,-325.11,2023,9,Sep,8,-4.62
ORD-2022-104246,2022-04-01,2022-04-08,Standard Class,CU-10289,Briana Murray,Consumer,East,Massachusetts,Worcester,Office Supplies,Art,Address Labels,7,0.1,1048.67,-13.61,2022,4,Apr,7,-1.3
ORD-2023-108257,2023-04-23,2023-04-25,First Class,CU-10348,James Parks,Corporate,East,Massachusetts,Boston,Technology,Machines,External Hard Drive,11,0.0,11481.69,1459.25,2023,4,Apr,2,12.71
ORD-2024-103136,2024-05-01,2024-05-07,Standard Class,CU-10083,Paul Jones,Home Office,North,Illinois,Chicago,Office Supplies,Art,Desk Organizer,10,0.1,1337.2,218.12,2024,5,May,6,16.31
ORD-2024-102299,2024-07-14,2024-07-20,Standard Class,CU-10097,Deborah Figueroa,Consumer,North,Illinois,Chicago,Office Supplies,Labels,Copy Paper Ream,1,0.0,106.4,8.58,2024,7,Jul,6,8.06
ORD-2024-109048,2024-08-24,2024-08-30,Standard Class,CU-10207,Cathy Robinson,Consumer,West,Washington,Spokane,Office Supplies,Art,Desk Organizer,5,0.4,639.65,-243.82,2024,8,Aug,6,-38.12
ORD-2024-109670,2024-12-29,2025-01-04,Standard Class,CU-10129,Megan Orr,Corporate,West,California,Los Angeles,Office Supplies,Labels,Copy Paper Ream,13,0.15,1776.71,61.41,2024,12,Dec,6,3.46
ORD-2025-100240,2025-08-27,2025-09-02,Standard Class,CU-10300,Tanner Mitchell DDS,Home Office,West,California,San Diego,Office Supplies,Storage,Stapler,3,0.15,326.25,59.42,2025,8,Aug,6,18.21
ORD-2024-106580,2024-08-14,2024-08-22,Standard Class,CU-10266,Kimberly Gibson,Corporate,South,Florida,Miami,Technology,Copiers,Wireless Mouse,13,0.4,6451.9,-2697.11,2024,8,Aug,8,-41.8
ORD-2023-108590,2023-03-05,2023-03-11,Standard Class,CU-10348,James Parks,Corporate,South,Texas,Houston,Office Supplies,Labels,Copy Paper Ream,9,0.2,169.11,-7.67,2023,3,Mar,6,-4.54
ORD-2023-100087,2023-06-04,2023-06-09,Second Class,CU-10252,Tanya Kim,Consumer,East,New Jersey,Newark,Office Supplies,Fasteners,Ring Binder,13,0.2,1145.56,-141.87,2023,6,Jun,5,-12.38
ORD-2023-104761,2023-08-31,2023-09-03,First Class,CU-10180,Alexander Collins,Corporate,West,Arizona,Phoenix,Technology,Copiers,Laptop Stand,4,0.15,3441.4,241.03,2023,8,Aug,3,7.0
ORD-2023-107720,2023-10-03,2023-10-09,Standard Class,CU-10103,Christine Wright,Consumer,South,North Carolina,Raleigh,Office Supplies,Binders,Stapler,10,0.1,772.5,88.26,2023,10,Oct,6,11.43
ORD-2023-103517,2023-01-04,2023-01-10,Second Class,CU-10308,Kiara Mcintyre,Corporate,East,Massachusetts,Springfield,Technology,Machines,Smartphone,7,0.15,1541.05,305.01,2023,1,Jan,6,19.79
ORD-2022-105106,2022-05-15,2022-05-19,Second Class,CU-10309,Dawn Summers,Home Office,West,Oregon,Eugene,Furniture,Bookcases,Wooden Dining Table,8,0.0,3220.96,900.79,2022,5,May,4,27.97
ORD-2023-103489,2023-10-03,2023-10-10,Standard Class,CU-10263,Diane Evans,Consumer,North,Ohio,Cleveland,Technology,Machines,Laptop Stand,2,0.15,685.82,-0.46,2023,10,Oct,7,-0.07
ORD-2022-109746,2022-09-17,2022-09-24,Standard Class,CU-10129,Megan Orr,Corporate,West,Arizona,Phoenix,Office Supplies,Art,Stapler,2,0.2,226.4,15.09,2022,9,Sep,7,6.67
ORD-2023-106606,2023-10-11,2023-10-18,Standard Class,CU-10254,Cynthia Moore,Home Office,South,North Carolina,Charlotte,Office Supplies,Paper,Desk Organizer,5,0.2,345.95,-51.12,2023,10,Oct,7,-14.78
ORD-2022-106574,2022-06-26,2022-07-02,Standard Class,CU-10152,Denise Jones,Consumer,North,Ohio,Cleveland,Office Supplies,Fasteners,Copy Paper Ream,10,0.0,1247.3,235.24,2022,6,Jun,6,18.86
ORD-2025-102932,2025-07-29,2025-08-06,Standard Class,CU-10268,Cynthia Rowe,Corporate,West,Oregon,Salem,Furniture,Chairs,Glass Coffee Table,11,0.2,941.27,29.95,2025,7,Jul,8,3.18
ORD-2022-105120,2022-09-13,2022-09-18,Second Class,CU-10091,Brian Rodriguez,Corporate,East,Pennsylvania,Philadelphia,Office Supplies,Art,Copy Paper Ream,4,0.15,458.96,-14.01,2022,9,Sep,5,-3.05
ORD-2025-104999,2025-09-12,2025-09-14,Same Day,CU-10065,Amber Kidd,Corporate,South,Tennessee,Nashville,Technology,Accessories,Desktop Printer,9,0.0,15190.2,4413.64,2025,9,Sep,2,29.06
ORD-2023-109423,2023-07-06,2023-07-11,Second Class,CU-10085,Daniel Baker,Consumer,North,Minnesota,Minneapolis,Office Supplies,Labels,Ring Binder,2,0.3,145.8,-24.54,2023,7,Jul,5,-16.83
ORD-2023-108694,2023-11-30,2023-12-08,Standard Class,CU-10338,Scott Thomas,Consumer,East,New York,Buffalo,Office Supplies,Art,Sketch Pad,7,0.0,517.51,48.96,2023,11,Nov,8,9.46
ORD-2024-102827,2024-10-08,2024-10-12,Second Class,CU-10129,Megan Orr,Corporate,East,Massachusetts,Worcester,Office Supplies,Binders,Desk Organizer,7,0.1,1036.77,227.96,2024,10,Oct,4,21.99
ORD-2023-102536,2023-02-01,2023-02-04,First Class,CU-10225,Benjamin Smith,Corporate,North,Minnesota,St. Paul,Furniture,Furnishings,Ergonomic Desk Chair,7,0.1,3442.04,266.07,2023,2,Feb,3,7.73
ORD-2022-107535,2022-08-04,2022-08-06,First Class,CU-10097,Deborah Figueroa,Consumer,West,Washington,Seattle,Office Supplies,Art,Stapler,13,0.2,740.22,31.84,2022,8,Aug,2,4.3
ORD-2025-100083,2025-08-24,2025-08-30,Standard Class,CU-10045,Philip Cannon,Consumer,West,California,San Francisco,Technology,Copiers,External Hard Drive,14,0.2,5038.6,-142.92,2025,8,Aug,6,-2.84
ORD-2024-106246,2024-03-22,2024-03-28,Standard Class,CU-10215,Anthony Everett,Home Office,West,Arizona,Phoenix,Furniture,Bookcases,Executive Office Chair,13,0.0,7008.82,2138.89,2024,3,Mar,6,30.52
ORD-2025-108244,2025-08-17,2025-08-20,First Class,CU-10375,Paul Lewis,Consumer,South,Georgia,Atlanta,Technology,Machines,Wireless Mouse,6,0.15,6574.8,-507.34,2025,8,Aug,3,-7.72
ORD-2025-106261,2025-02-15,2025-02-21,Standard Class,CU-10109,Sharon Cochran,Home Office,South,Georgia,Augusta,Office Supplies,Storage,Address Labels,9,0.2,673.83,80.86,2025,2,Feb,6,12.0
ORD-2022-109796,2022-09-27,2022-10-05,Standard Class,CU-10132,Mary Marshall,Home Office,West,California,San Diego,Office Supplies,Storage,Sketch Pad,4,0.0,471.0,173.67,2022,9,Sep,8,36.87
ORD-2023-103999,2023-03-15,2023-03-16,Same Day,CU-10347,Victor Brown,Consumer,South,North Carolina,Raleigh,Office Supplies,Binders,Ring Binder,14,0.5,1551.62,-602.24,2023,3,Mar,1,-38.81
ORD-2024-106242,2024-07-11,2024-07-13,First Class,CU-10241,Matthew Moon,Corporate,West,Oregon,Eugene,Furniture,Tables,Executive Office Chair,12,0.4,9866.52,-1421.9,2024,7,Jul,2,-14.41
ORD-2022-103054,2022-11-15,2022-11-19,Second Class,CU-10213,Katherine Salas,Consumer,West,Washington,Spokane,Furniture,Tables,Modern Bookcase,4,0.1,3411.44,594.39,2022,11,Nov,4,17.42
ORD-2022-102740,2022-11-24,2022-11-29,Second Class,CU-10065,Amber Kidd,Corporate,North,Minnesota,Rochester,Technology,Phones,Bluetooth Speaker,3,0.2,3116.28,-511.6,2022,11,Nov,5,-16.42
ORD-2022-107556,2022-05-13,2022-05-21,Standard Class,CU-10232,Christopher Parker,Corporate,North,Minnesota,St. Paul,Technology,Accessories,Laptop Stand,13,0.15,847.08,-26.19,2022,5,May,8,-3.09
ORD-2023-104022,2023-11-29,2023-12-02,First Class,CU-10280,Amanda Jones,Corporate,East,Virginia,Norfolk,Office Supplies,Fasteners,Desk Organizer,14,0.15,658.0,26.69,2023,11,Nov,3,4.06
ORD-2025-102746,2025-03-23,2025-03-26,First Class,CU-10152,Denise Jones,Consumer,North,Illinois,Aurora,Office Supplies,Art,Copy Paper Ream,4,0.15,239.36,14.72,2025,3,Mar,3,6.15
ORD-2024-105660,2024-05-28,2024-06-04,Standard Class,CU-10062,Connor West,Corporate,East,New Jersey,Paterson,Office Supplies,Art,Copy Paper Ream,14,0.0,1708.7,519.34,2024,5,May,7,30.39
ORD-2022-109170,2022-07-14,2022-07-20,Standard Class,CU-10159,Jamie Smith,Consumer,South,Texas,Dallas,Technology,Copiers,Smartphone,10,0.1,3870.2,390.59,2022,7,Jul,6,10.09
ORD-2024-104128,2024-01-24,2024-01-30,Standard Class,CU-10178,Lawrence Adkins,Consumer,South,Florida,Miami,Office Supplies,Storage,Copy Paper Ream,4,0.0,142.48,44.38,2024,1,Jan,6,31.15
ORD-2023-106623,2023-08-09,2023-08-11,First Class,CU-10136,Robert Potter,Consumer,West,Arizona,Tucson,Furniture,Bookcases,Storage Cabinet,7,0.1,3066.7,-52.16,2023,8,Aug,2,-1.7
ORD-2025-101874,2025-12-09,2025-12-16,Standard Class,CU-10330,Vanessa Howard,Corporate,West,Washington,Tacoma,Furniture,Tables,Storage Cabinet,10,0.15,7814.9,1351.26,2025,12,Dec,7,17.29
ORD-2023-106465,2023-12-20,2023-12-26,Standard Class,CU-10339,David Thompson,Consumer,East,New Jersey,Jersey City,Office Supplies,Storage,Sketch Pad,10,0.1,730.0,106.99,2023,12,Dec,6,14.66
ORD-2024-103390,2024-04-30,2024-05-03,First Class,CU-10398,Ashley Hicks,Corporate,East,Virginia,Norfolk,Office Supplies,Binders,Copy Paper Ream,4,0.1,196.92,28.84,2024,4,Apr,3,14.65
ORD-2024-108710,2024-10-20,2024-10-26,Standard Class,CU-10098,Jessica Smith,Home Office,South,Florida,Tampa,Office Supplies,Storage,Stapler,13,0.15,137.93,-1.12,2024,10,Oct,6,-0.81
ORD-2025-106315,2025-05-25,2025-05-31,Standard Class,CU-10258,Denise Davenport,Consumer,East,New York,New York City,Furniture,Tables,Ergonomic Desk Chair,10,0.15,6716.8,832.29,2025,5,May,6,12.39
ORD-2025-108374,2025-09-09,2025-09-14,Second Class,CU-10383,Mr. Andrew Foster,Consumer,West,Arizona,Mesa,Office Supplies,Storage,Storage Box,9,0.0,215.46,28.8,2025,9,Sep,5,13.37
ORD-2023-107361,2023-10-15,2023-10-17,First Class,CU-10047,Shane Henderson,Consumer,North,Ohio,Cleveland,Technology,Machines,Bluetooth Speaker,8,0.0,13316.32,4221.09,2023,10,Oct,2,31.7
ORD-2025-105495,2025-11-19,2025-11-26,Standard Class,CU-10167,Alyssa Day,Corporate,South,Florida,Tampa,Furniture,Furnishings,Wooden Dining Table,7,0.2,5793.55,110.36,2025,11,Nov,7,1.9
ORD-2022-109641,2022-07-19,2022-07-24,Second Class,CU-10383,Mr. Andrew Foster,Consumer,North,Minnesota,Rochester,Office Supplies,Paper,Stapler,4,0.0,395.88,32.75,2022,7,Jul,5,8.27
ORD-2022-109015,2022-01-27,2022-02-03,Standard Class,CU-10355,Jesse Perez,Consumer,East,New York,Buffalo,Office Supplies,Binders,Stapler,13,0.1,767.91,180.89,2022,1,Jan,7,23.56
ORD-2024-108452,2024-10-04,2024-10-06,First Class,CU-10109,Sharon Cochran,Home Office,East,Virginia,Norfolk,Office Supplies,Storage,Ring Binder,13,0.3,1359.02,-214.36,2024,10,Oct,2,-15.77
ORD-2023-106071,2023-09-18,2023-09-23,Second Class,CU-10315,Jordan Chambers,Home Office,South,Texas,Dallas,Technology,Copiers,Laptop Stand,9,0.0,12980.43,2773.56,2023,9,Sep,5,21.37
ORD-2025-108129,2025-11-28,2025-12-06,Standard Class,CU-10093,Christina Walters,Consumer,East,Pennsylvania,Allentown,Office Supplies,Binders,Sketch Pad,5,0.1,669.65,54.01,2025,11,Nov,8,8.07
ORD-2022-102545,2022-01-15,2022-01-23,Standard Class,CU-10154,Brenda Hall,Consumer,North,Michigan,Ann Arbor,Office Supplies,Art,Stapler,8,0.2,259.44,25.82,2022,1,Jan,8,9.95
ORD-2024-108588,2024-04-27,2024-05-05,Standard Class,CU-10398,Ashley Hicks,Corporate,North,Illinois,Naperville,Office Supplies,Binders,Address Labels,14,0.1,1195.88,70.63,2024,4,Apr,8,5.91
ORD-2022-101004,2022-07-15,2022-07-23,Standard Class,CU-10289,Briana Murray,Consumer,East,New York,Buffalo,Office Supplies,Binders,Desk Organizer,10,0.3,853.8,-12.15,2022,7,Jul,8,-1.42
ORD-2022-109344,2022-08-06,2022-08-07,Same Day,CU-10373,Sergio Knight,Corporate,East,Massachusetts,Springfield,Furniture,Chairs,Glass Coffee Table,4,0.1,373.04,85.64,2022,8,Aug,1,22.96
ORD-2023-103690,2023-01-02,2023-01-09,Standard Class,CU-10346,Sharon Boyd,Home Office,North,Michigan,Detroit,Office Supplies,Storage,Address Labels,11,0.2,1598.96,202.05,2023,1,Jan,7,12.64
ORD-2025-104190,2025-02-04,2025-02-06,Same Day,CU-10338,Scott Thomas,Consumer,West,Arizona,Mesa,Office Supplies,Binders,Storage Box,1,0.0,45.36,9.12,2025,2,Feb,2,20.11
ORD-2024-105104,2024-09-02,2024-09-04,Same Day,CU-10362,Bryan Gomez,Corporate,South,Georgia,Augusta,Office Supplies,Labels,Desk Organizer,13,0.4,339.95,-144.66,2024,9,Sep,2,-42.55
ORD-2025-105894,2025-02-12,2025-02-18,Standard Class,CU-10000,Allison Hill,Corporate,North,Wisconsin,Madison,Technology,Machines,Desktop Printer,5,0.1,1957.9,74.37,2025,2,Feb,6,3.8
ORD-2025-101465,2025-09-07,2025-09-13,Standard Class,CU-10211,Denise Mccann,Corporate,North,Michigan,Grand Rapids,Furniture,Bookcases,Modern Bookcase,10,0.0,1118.1,308.88,2025,9,Sep,6,27.63
ORD-2023-109677,2023-12-26,2024-01-01,Standard Class,CU-10121,Kenneth Scott,Consumer,West,Arizona,Phoenix,Furniture,Furnishings,Ergonomic Desk Chair,13,0.15,7560.28,1026.22,2023,12,Dec,6,13.57
ORD-2025-109274,2025-03-24,2025-03-30,Standard Class,CU-10119,Jeffrey Chandler,Consumer,North,Michigan,Ann Arbor,Office Supplies,Binders,Address Labels,2,0.2,112.88,5.2,2025,3,Mar,6,4.61
ORD-2023-101722,2023-09-04,2023-09-10,Standard Class,CU-10168,Joel Williams,Consumer,West,California,San Diego,Office Supplies,Binders,Address Labels,11,0.5,1484.34,-797.4,2023,9,Sep,6,-53.72
ORD-2024-100695,2024-12-11,2024-12-19,Standard Class,CU-10215,Anthony Everett,Home Office,West,Washington,Spokane,Office Supplies,Binders,Address Labels,7,0.0,681.03,116.53,2024,12,Dec,8,17.11
ORD-2022-101392,2022-01-03,2022-01-08,Second Class,CU-10087,Christopher Bass,Consumer,East,New York,Buffalo,Furniture,Chairs,Storage Cabinet,1,0.0,682.29,244.26,2022,1,Jan,5,35.8
ORD-2025-102235,2025-12-29,2026-01-02,First Class,CU-10237,David Davis,Consumer,West,California,San Francisco,Office Supplies,Labels,Desk Organizer,10,0.5,884.3,-383.64,2025,12,Dec,4,-43.38
ORD-2025-103819,2025-04-21,2025-04-27,Second Class,CU-10127,Jason Powell,Home Office,North,Illinois,Aurora,Furniture,Chairs,Glass Coffee Table,6,0.1,2300.82,427.25,2025,4,Apr,6,18.57
ORD-2024-109570,2024-03-15,2024-03-22,Standard Class,CU-10066,Tracy House,Consumer,North,Minnesota,Rochester,Technology,Phones,Office Copier,3,0.15,3118.86,126.16,2024,3,Mar,7,4.05
ORD-2022-100864,2022-02-05,2022-02-07,Same Day,CU-10166,Alyssa Long,Consumer,South,Georgia,Augusta,Office Supplies,Art,Copy Paper Ream,10,0.1,1463.3,54.09,2022,2,Feb,2,3.7
ORD-2022-101647,2022-06-06,2022-06-09,First Class,CU-10057,Richard Aguirre,Corporate,North,Illinois,Chicago,Office Supplies,Storage,Desk Organizer,10,0.0,756.7,147.55,2022,6,Jun,3,19.5
ORD-2024-108569,2024-08-14,2024-08-15,Same Day,CU-10131,Dustin Jordan,Consumer,South,Georgia,Savannah,Furniture,Tables,Executive Office Chair,14,0.0,10375.12,1233.33,2024,8,Aug,1,11.89
ORD-2022-106399,2022-12-03,2022-12-11,Standard Class,CU-10075,Sarah Moore,Consumer,West,Nevada,Reno,Furniture,Bookcases,Ergonomic Desk Chair,6,0.1,3955.62,791.53,2022,12,Dec,8,20.01
ORD-2024-107942,2024-08-26,2024-09-01,Second Class,CU-10148,Kathy Rivas,Consumer,South,Georgia,Augusta,Technology,Copiers,Laptop Stand,12,0.0,11487.96,3435.37,2024,8,Aug,6,29.9
ORD-2022-106284,2022-09-02,2022-09-10,Standard Class,CU-10365,Kenneth Lewis,Corporate,West,Nevada,Henderson,Office Supplies,Art,Ring Binder,5,0.1,43.65,11.41,2022,9,Sep,8,26.14
ORD-2025-101511,2025-09-22,2025-09-24,First Class,CU-10310,Dr. Paul Morgan,Home Office,East,Massachusetts,Worcester,Furniture,Bookcases,Glass Coffee Table,9,0.15,657.09,-4.63,2025,9,Sep,2,-0.7
ORD-2024-104175,2024-03-06,2024-03-07,Same Day,CU-10282,Jessica Garcia,Corporate,North,Illinois,Naperville,Office Supplies,Art,Sketch Pad,7,0.0,488.04,175.33,2024,3,Mar,1,35.93
ORD-2024-101706,2024-01-24,2024-01-30,Second Class,CU-10160,Paul Castaneda,Consumer,East,Virginia,Norfolk,Technology,Phones,Wireless Mouse,3,0.4,3420.72,-1255.1,2024,1,Jan,6,-36.69
ORD-2024-107917,2024-04-15,2024-04-17,First Class,CU-10027,Stephanie Ross,Consumer,West,Washington,Tacoma,Office Supplies,Storage,Address Labels,1,0.1,142.92,12.16,2024,4,Apr,2,8.51
ORD-2024-106127,2024-07-09,2024-07-15,Standard Class,CU-10043,Anthony Humphrey,Consumer,West,Oregon,Portland,Office Supplies,Paper,Copy Paper Ream,5,0.0,635.8,226.03,2024,7,Jul,6,35.55
ORD-2023-103758,2023-09-26,2023-10-03,Standard Class,CU-10352,Kerry Chavez DDS,Home Office,South,Texas,Houston,Office Supplies,Binders,Sketch Pad,2,0.2,159.72,13.13,2023,9,Sep,7,8.22
ORD-2023-105209,2023-09-19,2023-09-27,Standard Class,CU-10003,Daniel Wagner,Consumer,South,Florida,Orlando,Furniture,Tables,Wooden Dining Table,13,0.5,3203.98,-1526.91,2023,9,Sep,8,-47.66
ORD-2024-107835,2024-09-08,2024-09-14,Standard Class,CU-10178,Lawrence Adkins,Consumer,North,Illinois,Naperville,Office Supplies,Binders,Storage Box,9,0.15,940.68,72.58,2024,9,Sep,6,7.72
ORD-2024-102551,2024-06-25,2024-07-03,Standard Class,CU-10364,Tracy Burke,Consumer,East,Virginia,Arlington,Office Supplies,Fasteners,Address Labels,10,0.3,609.6,-66.67,2024,6,Jun,8,-10.94
ORD-2025-100129,2025-02-28,2025-03-07,Standard Class,CU-10130,Elizabeth Kelley,Consumer,North,Illinois,Aurora,Office Supplies,Binders,Stapler,4,0.0,350.36,58.16,2025,2,Feb,7,16.6
ORD-2024-107164,2024-08-04,2024-08-10,Second Class,CU-10038,Elizabeth Fowler,Home Office,South,Texas,Dallas,Office Supplies,Fasteners,Desk Organizer,7,0.5,545.16,-246.04,2024,8,Aug,6,-45.13
ORD-2025-100834,2025-04-25,2025-05-03,Standard Class,CU-10214,Julie Alexander,Home Office,West,Oregon,Salem,Office Supplies,Fasteners,Address Labels,13,0.0,1144.78,198.19,2025,4,Apr,8,17.31
ORD-2023-103350,2023-12-02,2023-12-10,Standard Class,CU-10022,Ethan Adams,Consumer,North,Wisconsin,Madison,Office Supplies,Fasteners,Desk Organizer,13,0.1,1637.61,328.87,2023,12,Dec,8,20.08
ORD-2022-106705,2022-09-12,2022-09-17,Second Class,CU-10145,Joyce Solis,Consumer,East,Pennsylvania,Pittsburgh,Technology,Phones,Smartphone,11,0.3,19160.68,-3910.56,2022,9,Sep,5,-20.41
ORD-2023-107031,2023-04-03,2023-04-11,Standard Class,CU-10182,Angela Vaughn,Home Office,East,Massachusetts,Springfield,Office Supplies,Labels,Stapler,13,0.2,1200.29,105.67,2023,4,Apr,8,8.8
